A:\Indus\Contour\IndusFont1840Out5\00006000.bmp,5,2,1,8,4,10,5,10,
A:\Indus\Contour\IndusFont1840Out5\00006001.bmp,6,2,1,6,6,10,3,12,
A:\Indus\Contour\IndusFont1840Out5\00006002.bmp,6,12,1,12,5,12,5,14,
A:\Indus\Contour\IndusFont1840Out5\00006003.bmp,5,4,1,12,4,11,5,14,
A:\Indus\Contour\IndusFont1840Out5\00006004.bmp,6,10,3,12,5,13,3,10,
A:\Indus\Contour\IndusFont1840Out5\00006005.bmp,6,10,3,12,5,13,4,6,
A:\Indus\Contour\IndusFont1840Out5\00006006.bmp,8,4,1,7,7,16,5,16,
A:\Indus\Contour\IndusFont1840Out5\00006007.bmp,6,4,1,12,5,14,6,12,
A:\Indus\Contour\IndusFont1840Out5\00006008.bmp,5,6,1,6,5,16,5,16,
A:\Indus\Contour\IndusFont1840Out5\00006009.bmp,7,8,1,10,6,12,2,14,
A:\Indus\Contour\IndusFont1840Out5\00006010.bmp,7,8,3,10,6,14,2,12,
A:\Indus\Contour\IndusFont1840Out5\00006011.bmp,6,8,1,8,5,12,6,10,
A:\Indus\Contour\IndusFont1840Out5\00006012.bmp,5,10,1,10,4,14,6,12,
A:\Indus\Contour\IndusFont1840Out5\00006013.bmp,6,10,1,10,5,14,5,12,
A:\Indus\Contour\IndusFont1840Out5\00006014.bmp,5,10,1,10,4,12,6,12,
A:\Indus\Contour\IndusFont1840Out5\00006015.bmp,9,8,1,10,8,12,2,10,
A:\Indus\Contour\IndusFont1840Out5\00007000.bmp,9,8,1,10,9,14,2,12,
A:\Indus\Contour\IndusFont1840Out5\00007001.bmp,4,10,1,4,3,6,3,10,
A:\Indus\Contour\IndusFont1840Out5\00007002.bmp,4,10,4,4,3,6,3,10,
A:\Indus\Contour\IndusFont1840Out5\00007003.bmp,2,4,6,6,1,4,8,4,
A:\Indus\Contour\IndusFont1840Out5\00007004.bmp,2,4,6,6,1,4,8,10,
A:\Indus\Contour\IndusFont1840Out5\00007005.bmp,7,10,1,10,7,12,2,10,
A:\Indus\Contour\IndusFont1840Out5\00007006.bmp,6,8,1,8,5,12,6,10,
A:\Indus\Contour\IndusFont1840Out5\00007007.bmp,3,10,4,4,2,4,2,4,
A:\Indus\Contour\IndusFont1840Out5\00007008.bmp,5,10,1,10,4,14,2,8,
A:\Indus\Contour\IndusFont1840Out5\00007009.bmp,9,10,1,10,8,10,2,8,
A:\Indus\Contour\IndusFont1840Out5\00007010.bmp,9,10,1,10,8,10,2,8,
A:\Indus\Contour\IndusFont1840Out5\00007011.bmp,6,10,1,10,5,14,3,10,
A:\Indus\Contour\IndusFont1840Out5\00007012.bmp,9,10,4,12,8,8,3,4,
A:\Indus\Contour\IndusFont1840Out5\00007013.bmp,6,10,2,8,5,6,2,6,
A:\Indus\Contour\IndusFont1840Out5\00007014.bmp,6,8,1,10,5,10,3,8,
A:\Indus\Contour\IndusFont1840Out5\00007015.bmp,9,10,1,10,8,8,3,8,
A:\Indus\Contour\IndusFont1840Out5\01000000.bmp,6,12,4,10,7,6,3,8,
A:\Indus\Contour\IndusFont1840Out5\01000001.bmp,7,6,1,6,6,10,2,10,
A:\Indus\Contour\IndusFont1840Out5\01000002.bmp,4,10,1,8,3,10,3,10,
A:\Indus\Contour\IndusFont1840Out5\01000003.bmp,5,8,1,8,4,4,7,4,
A:\Indus\Contour\IndusFont1840Out5\01000004.bmp,3,8,1,10,3,4,6,4,
A:\Indus\Contour\IndusFont1840Out5\01000005.bmp,6,6,1,10,5,12,5,14,
A:\Indus\Contour\IndusFont1840Out5\01000006.bmp,6,4,1,10,4,12,4,12,
A:\Indus\Contour\IndusFont1840Out5\01000007.bmp,6,2,1,8,4,16,4,13,
A:\Indus\Contour\IndusFont1840Out5\01000008.bmp,3,2,5,8,2,4,2,4,
A:\Indus\Contour\IndusFont1840Out5\01000009.bmp,6,4,1,10,5,14,6,15,
A:\Indus\Contour\IndusFont1840Out5\01000010.bmp,6,4,1,10,5,16,4,13,
A:\Indus\Contour\IndusFont1840Out5\01000011.bmp,5,2,1,2,4,16,5,18,
A:\Indus\Contour\IndusFont1840Out5\01000012.bmp,8,4,1,8,4,14,4,13,
A:\Indus\Contour\IndusFont1840Out5\01000013.bmp,8,4,1,8,3,14,3,12,
A:\Indus\Contour\IndusFont1840Out5\01000014.bmp,7,4,4,8,4,16,3,12,
A:\Indus\Contour\IndusFont1840Out5\01000015.bmp,7,4,1,10,4,14,4,13,
A:\Indus\Contour\IndusFont1840Out5\01001000.bmp,7,2,1,10,5,16,4,13,
A:\Indus\Contour\IndusFont1840Out5\01001001.bmp,7,4,1,8,5,16,3,12,
A:\Indus\Contour\IndusFont1840Out5\01001002.bmp,8,4,1,10,3,14,2,11,
A:\Indus\Contour\IndusFont1840Out5\01001003.bmp,5,2,4,8,4,12,4,13,
A:\Indus\Contour\IndusFont1840Out5\01001004.bmp,4,2,1,2,3,12,4,18,
A:\Indus\Contour\IndusFont1840Out5\01001005.bmp,2,2,5,2,2,4,2,18,
A:\Indus\Contour\IndusFont1840Out5\01001006.bmp,2,4,4,4,1,4,2,8,
A:\Indus\Contour\IndusFont1840Out5\01001007.bmp,2,12,5,8,1,2,2,8,
A:\Indus\Contour\IndusFont1840Out5\01001008.bmp,2,2,4,2,1,4,9,6,
A:\Indus\Contour\IndusFont1840Out5\01001009.bmp,6,6,1,10,5,14,4,8,
A:\Indus\Contour\IndusFont1840Out5\01001010.bmp,6,6,1,10,5,14,4,8,
A:\Indus\Contour\IndusFont1840Out5\01001011.bmp,6,6,1,10,5,14,4,8,
A:\Indus\Contour\IndusFont1840Out5\01001012.bmp,5,6,1,4,8,16,4,14,
A:\Indus\Contour\IndusFont1840Out5\01001013.bmp,5,2,1,2,4,4,4,4,
A:\Indus\Contour\IndusFont1840Out5\01001014.bmp,4,2,1,2,4,8,5,6,
A:\Indus\Contour\IndusFont1840Out5\01001015.bmp,4,2,1,10,6,6,4,4,
A:\Indus\Contour\IndusFont1840Out5\01002000.bmp,4,4,5,8,3,6,2,6,
A:\Indus\Contour\IndusFont1840Out5\01002001.bmp,4,2,4,6,7,6,2,6,
A:\Indus\Contour\IndusFont1840Out5\01002002.bmp,3,4,4,6,3,8,2,10,
A:\Indus\Contour\IndusFont1840Out5\01002003.bmp,4,2,4,6,7,6,2,6,
A:\Indus\Contour\IndusFont1840Out5\01002004.bmp,4,4,4,6,3,8,2,10,
A:\Indus\Contour\IndusFont1840Out5\01002005.bmp,5,4,1,10,3,6,2,8,
A:\Indus\Contour\IndusFont1840Out5\01002006.bmp,4,2,4,6,3,10,2,10,
A:\Indus\Contour\IndusFont1840Out5\01002007.bmp,4,2,4,6,7,6,2,6,
A:\Indus\Contour\IndusFont1840Out5\01002008.bmp,4,2,4,8,3,10,5,14,
A:\Indus\Contour\IndusFont1840Out5\01002009.bmp,5,4,1,8,5,12,2,16,
A:\Indus\Contour\IndusFont1840Out5\01002010.bmp,2,2,4,4,1,4,3,4,
A:\Indus\Contour\IndusFont1840Out5\01002011.bmp,2,8,1,2,1,10,6,18,
A:\Indus\Contour\IndusFont1840Out5\01002012.bmp,6,8,5,8,5,4,2,10,
A:\Indus\Contour\IndusFont1840Out5\01002013.bmp,4,10,4,8,7,6,2,4,
A:\Indus\Contour\IndusFont1840Out5\01002014.bmp,4,10,4,8,7,6,2,6,
A:\Indus\Contour\IndusFont1840Out5\01002015.bmp,4,8,4,8,7,10,3,11,
A:\Indus\Contour\IndusFont1840Out5\01003000.bmp,2,4,3,6,3,4,2,4,
A:\Indus\Contour\IndusFont1840Out5\01003001.bmp,5,10,1,8,1,4,2,8,
A:\Indus\Contour\IndusFont1840Out5\01003002.bmp,6,4,4,6,5,10,2,16,
A:\Indus\Contour\IndusFont1840Out5\01003003.bmp,4,4,5,8,7,4,2,6,
A:\Indus\Contour\IndusFont1840Out5\01003004.bmp,4,2,1,8,3,6,2,6,
A:\Indus\Contour\IndusFont1840Out5\01003005.bmp,4,4,5,8,3,6,2,6,
A:\Indus\Contour\IndusFont1840Out5\01003006.bmp,3,4,4,8,6,6,2,8,
A:\Indus\Contour\IndusFont1840Out5\01003007.bmp,3,4,5,6,5,4,2,6,
A:\Indus\Contour\IndusFont1840Out5\01003008.bmp,3,4,5,6,5,4,2,4,
A:\Indus\Contour\IndusFont1840Out5\01003009.bmp,6,2,7,4,3,6,4,8,
A:\Indus\Contour\IndusFont1840Out5\01003010.bmp,7,4,1,4,4,4,2,10,
A:\Indus\Contour\IndusFont1840Out5\01003011.bmp,7,2,7,6,4,6,5,8,
A:\Indus\Contour\IndusFont1840Out5\01003012.bmp,6,6,2,9,4,6,5,8,
A:\Indus\Contour\IndusFont1840Out5\01003013.bmp,5,2,6,4,4,4,4,4,
A:\Indus\Contour\IndusFont1840Out5\01003014.bmp,5,2,2,8,4,10,5,8,
A:\Indus\Contour\IndusFont1840Out5\01003015.bmp,5,4,6,12,4,6,5,6,
A:\Indus\Contour\IndusFont1840Out5\01004000.bmp,6,4,6,6,4,8,2,6,
A:\Indus\Contour\IndusFont1840Out5\01004001.bmp,5,4,7,4,5,8,3,6,
A:\Indus\Contour\IndusFont1840Out5\01004002.bmp,6,2,6,4,4,8,2,10,
A:\Indus\Contour\IndusFont1840Out5\01004003.bmp,3,2,4,4,6,10,2,4,
A:\Indus\Contour\IndusFont1840Out5\01004004.bmp,4,4,6,4,6,10,6,4,
A:\Indus\Contour\IndusFont1840Out5\01004005.bmp,5,4,6,6,7,12,2,6,
A:\Indus\Contour\IndusFont1840Out5\01004006.bmp,4,8,4,6,6,10,2,4,
A:\Indus\Contour\IndusFont1840Out5\01004007.bmp,4,2,6,4,5,8,5,4,
A:\Indus\Contour\IndusFont1840Out5\01004008.bmp,5,2,1,2,6,12,2,8,
A:\Indus\Contour\IndusFont1840Out5\01004009.bmp,5,2,7,6,4,8,5,4,
A:\Indus\Contour\IndusFont1840Out5\01004010.bmp,5,6,5,10,4,6,2,4,
A:\Indus\Contour\IndusFont1840Out5\01004011.bmp,4,10,5,4,3,6,4,8,
A:\Indus\Contour\IndusFont1840Out5\01004012.bmp,4,2,5,6,3,4,2,4,
A:\Indus\Contour\IndusFont1840Out5\01004013.bmp,4,6,3,4,3,6,2,6,
A:\Indus\Contour\IndusFont1840Out5\01004014.bmp,5,2,4,6,4,8,7,4,
A:\Indus\Contour\IndusFont1840Out5\01004015.bmp,5,6,5,6,4,4,2,4,
A:\Indus\Contour\IndusFont1840Out5\01005000.bmp,5,4,8,8,4,6,5,6,
A:\Indus\Contour\IndusFont1840Out5\01005001.bmp,6,2,4,8,5,8,6,4,
A:\Indus\Contour\IndusFont1840Out5\01005002.bmp,6,4,5,6,6,8,7,6,
A:\Indus\Contour\IndusFont1840Out5\01005003.bmp,7,6,3,8,6,10,2,8,
A:\Indus\Contour\IndusFont1840Out5\01005004.bmp,6,4,3,6,6,8,7,6,
A:\Indus\Contour\IndusFont1840Out5\01005005.bmp,6,4,5,4,5,6,7,6,
A:\Indus\Contour\IndusFont1840Out5\01005006.bmp,7,8,4,10,7,10,2,8,
A:\Indus\Contour\IndusFont1840Out5\01005007.bmp,4,8,1,4,3,6,2,6,
A:\Indus\Contour\IndusFont1840Out5\01005008.bmp,6,4,1,8,5,10,2,6,
A:\Indus\Contour\IndusFont1840Out5\01005009.bmp,5,6,1,8,5,14,3,10,
A:\Indus\Contour\IndusFont1840Out5\01005010.bmp,5,6,1,8,5,6,2,4,
A:\Indus\Contour\IndusFont1840Out5\01005011.bmp,2,10,5,6,5,4,5,10,
A:\Indus\Contour\IndusFont1840Out5\01005012.bmp,6,6,5,6,5,8,5,8,
A:\Indus\Contour\IndusFont1840Out5\01005013.bmp,5,2,5,8,4,4,5,8,
A:\Indus\Contour\IndusFont1840Out5\01005014.bmp,4,2,5,6,4,4,5,4,
A:\Indus\Contour\IndusFont1840Out5\01005015.bmp,3,2,1,2,2,4,2,4,
A:\Indus\Contour\IndusFont1840Out5\01006000.bmp,5,4,2,6,4,8,4,14,
A:\Indus\Contour\IndusFont1840Out5\01006001.bmp,5,4,3,4,4,8,3,10,
A:\Indus\Contour\IndusFont1840Out5\01006002.bmp,4,2,2,2,2,4,7,12,
A:\Indus\Contour\IndusFont1840Out5\01006003.bmp,4,2,2,2,3,6,6,12,
A:\Indus\Contour\IndusFont1840Out5\01006004.bmp,5,6,4,4,4,8,6,12,
A:\Indus\Contour\IndusFont1840Out5\01006005.bmp,7,4,2,2,4,8,7,14,
A:\Indus\Contour\IndusFont1840Out5\01006006.bmp,7,2,5,11,6,12,7,16,
A:\Indus\Contour\IndusFont1840Out5\01006007.bmp,7,6,5,12,6,12,5,12,
A:\Indus\Contour\IndusFont1840Out5\01006008.bmp,7,8,4,8,6,12,5,10,
A:\Indus\Contour\IndusFont1840Out5\01006009.bmp,9,10,1,8,14,22,4,12,
A:\Indus\Contour\IndusFont1840Out5\01006010.bmp,7,10,5,10,6,12,5,8,
A:\Indus\Contour\IndusFont1840Out5\01006011.bmp,7,10,1,8,8,16,6,12,
A:\Indus\Contour\IndusFont1840Out5\01006012.bmp,3,10,5,2,2,10,5,10,
A:\Indus\Contour\IndusFont1840Out5\01006013.bmp,8,10,5,12,7,14,5,10,
A:\Indus\Contour\IndusFont1840Out5\01006014.bmp,6,10,2,10,6,12,2,12,
A:\Indus\Contour\IndusFont1840Out5\01006015.bmp,7,8,5,12,7,10,6,14,
A:\Indus\Contour\IndusFont1840Out5\02000000.bmp,8,12,1,8,14,22,2,12,
A:\Indus\Contour\IndusFont1840Out5\02000001.bmp,7,6,7,10,6,12,2,8,
A:\Indus\Contour\IndusFont1840Out5\02000002.bmp,8,8,1,8,8,17,2,14,
A:\Indus\Contour\IndusFont1840Out5\02000003.bmp,7,6,1,6,7,14,4,14,
A:\Indus\Contour\IndusFont1840Out5\02000004.bmp,7,6,2,10,7,14,3,16,
A:\Indus\Contour\IndusFont1840Out5\02000005.bmp,9,8,1,8,6,14,2,11,
A:\Indus\Contour\IndusFont1840Out5\02000006.bmp,8,8,1,8,8,16,3,14,
A:\Indus\Contour\IndusFont1840Out5\02000007.bmp,7,6,1,10,8,16,3,14,
A:\Indus\Contour\IndusFont1840Out5\02000008.bmp,8,6,1,12,7,12,3,11,
A:\Indus\Contour\IndusFont1840Out5\02000009.bmp,8,8,1,6,8,16,2,16,
A:\Indus\Contour\IndusFont1840Out5\02000010.bmp,8,6,1,10,8,14,5,16,
A:\Indus\Contour\IndusFont1840Out5\02000011.bmp,4,2,1,4,3,4,2,4,
A:\Indus\Contour\IndusFont1840Out5\02000012.bmp,8,6,1,6,7,14,2,14,
A:\Indus\Contour\IndusFont1840Out5\02000013.bmp,8,6,1,6,7,14,2,14,
A:\Indus\Contour\IndusFont1840Out5\02000014.bmp,7,6,1,6,7,14,2,14,
A:\Indus\Contour\IndusFont1840Out5\02000015.bmp,8,10,1,10,7,14,2,14,
A:\Indus\Contour\IndusFont1840Out5\02001000.bmp,8,6,1,6,7,14,2,14,
A:\Indus\Contour\IndusFont1840Out5\02001001.bmp,8,6,1,6,7,14,3,14,
A:\Indus\Contour\IndusFont1840Out5\02001002.bmp,8,6,1,6,7,14,3,14,
A:\Indus\Contour\IndusFont1840Out5\02001003.bmp,8,6,1,6,7,14,2,14,
A:\Indus\Contour\IndusFont1840Out5\02001004.bmp,8,6,1,6,7,14,2,14,
A:\Indus\Contour\IndusFont1840Out5\02001005.bmp,8,6,1,6,7,14,3,14,
A:\Indus\Contour\IndusFont1840Out5\02001006.bmp,8,6,1,6,7,14,3,14,
A:\Indus\Contour\IndusFont1840Out5\02001007.bmp,8,6,1,6,7,14,3,14,
A:\Indus\Contour\IndusFont1840Out5\02001008.bmp,8,8,1,8,7,16,3,14,
A:\Indus\Contour\IndusFont1840Out5\02001009.bmp,8,6,1,6,7,14,3,14,
A:\Indus\Contour\IndusFont1840Out5\02001010.bmp,5,8,1,10,4,12,3,12,
A:\Indus\Contour\IndusFont1840Out5\02001011.bmp,7,8,1,10,7,10,3,10,
A:\Indus\Contour\IndusFont1840Out5\02001012.bmp,4,8,1,10,4,4,3,4,
A:\Indus\Contour\IndusFont1840Out5\02001013.bmp,2,10,1,8,2,12,2,4,
A:\Indus\Contour\IndusFont1840Out5\02001014.bmp,4,4,2,4,2,6,3,4,
A:\Indus\Contour\IndusFont1840Out5\02001015.bmp,3,4,4,8,2,8,3,6,
A:\Indus\Contour\IndusFont1840Out5\02002000.bmp,2,6,5,2,1,4,2,4,
A:\Indus\Contour\IndusFont1840Out5\02002001.bmp,2,2,5,4,1,6,2,10,
A:\Indus\Contour\IndusFont1840Out5\02002002.bmp,1,2,7,2,1,4,6,4,
A:\Indus\Contour\IndusFont1840Out5\02002003.bmp,2,2,7,4,1,6,6,4,
A:\Indus\Contour\IndusFont1840Out5\02002004.bmp,2,2,7,4,1,6,7,6,
A:\Indus\Contour\IndusFont1840Out5\02002005.bmp,5,8,1,10,4,12,3,12,
A:\Indus\Contour\IndusFont1840Out5\02002006.bmp,4,8,1,10,4,12,3,12,
A:\Indus\Contour\IndusFont1840Out5\02002007.bmp,8,10,1,10,7,8,3,8,
A:\Indus\Contour\IndusFont1840Out5\02002008.bmp,5,8,1,10,4,12,3,12,
A:\Indus\Contour\IndusFont1840Out5\02002009.bmp,5,8,1,8,5,12,3,12,
A:\Indus\Contour\IndusFont1840Out5\02002010.bmp,5,10,1,10,4,12,3,12,
A:\Indus\Contour\IndusFont1840Out5\02002011.bmp,4,8,1,10,3,14,2,10,
A:\Indus\Contour\IndusFont1840Out5\02002012.bmp,7,2,2,2,6,4,3,4,
A:\Indus\Contour\IndusFont1840Out5\02002013.bmp,5,2,1,2,4,4,3,4,
A:\Indus\Contour\IndusFont1840Out5\02002014.bmp,6,2,2,2,6,8,2,6,
A:\Indus\Contour\IndusFont1840Out5\02002015.bmp,8,4,1,4,7,14,3,14,
A:\Indus\Contour\IndusFont1840Out5\02003000.bmp,7,4,1,4,7,14,2,12,
A:\Indus\Contour\IndusFont1840Out5\02003001.bmp,8,6,1,6,7,12,3,14,
A:\Indus\Contour\IndusFont1840Out5\02003002.bmp,7,8,1,8,7,12,3,12,
A:\Indus\Contour\IndusFont1840Out5\02003003.bmp,7,6,1,8,7,12,3,12,
A:\Indus\Contour\IndusFont1840Out5\02003004.bmp,7,6,1,12,6,10,2,8,
A:\Indus\Contour\IndusFont1840Out5\02003005.bmp,6,6,1,6,6,10,9,10,
A:\Indus\Contour\IndusFont1840Out5\02003006.bmp,8,6,1,6,7,6,3,6,
A:\Indus\Contour\IndusFont1840Out5\02003007.bmp,6,2,1,2,6,4,3,4,
A:\Indus\Contour\IndusFont1840Out5\02003008.bmp,8,8,3,4,7,6,3,12,
